merchant_name,avg_txn_value
Mccoy-Nguyen,1066.04
Phillips-Macdonald,1065.87
Parsons-Fox,1065.81
"Fletcher, Herrera and Miller",1065.78
"Simpson, Todd and Johnson",1065.69
"Dominguez, Moore and Meyer",1065.51
"Hooper, Davis and Anderson",1065.47
Fitzpatrick-Hughes,1065.29
Snyder-Brown,1065.265
"Horton, Lopez and Castro",1065.18
"Larson, Wu and Carter",1065.16
"Smith, Flores and Heath",1065.14
Murphy-Richard,1064.84
Carr-Reeves,1064.84
"Chang, Spence and Benitez",1064.69
Olson-Bennett,1064.685
"Quinn, Richardson and Wright",1064.63
"Campbell, Hull and Benjamin",1064.56
Hampton-Chavez,1064.53
"Mckay, Macdonald and King",1064.5
Beasley-Watts,1064.41
Carrillo-Dawson,1064.22
"Davis, Collier and Meyers",1064.19
"Berg, Wilkins and Reynolds",1064.18
Meadows Inc,1064.04
Crane-Reed,1063.97
"Grant, King and Johnson",1063.87
"Clark, Garza and Ramos",1063.63
Doyle Ltd,1063.452
Garcia-Nunez,1063.365
Morales-Young,1063.34
"Chen, Watson and Bell",1063.31
"Castro, Hall and Garcia",1063.26
"Alexander, Rodriguez and Knapp",1063.25
"Burton, Cooper and Rojas",1063.14
Boyer-Williams,1062.91
Mcdowell-Cook,1062.86
"Rodriguez, Madden and Wilkinson",1062.76
Glover-Donovan,1062.66
"Robinson, Perez and Maddox",1062.54
"Greer, Braun and Allen",1062.33
Dickson-Frazier,1062.3
Mason-Michael,1062.21
"Ball, Johnson and Smith",1062.17
"Acosta, Maynard and Hill",1062.14
"Russell, Garcia and Cisneros",1061.91
Turner-Martinez,1061.83
"Miller, Cain and Willis",1061.64
"Carter, Bell and Chase",1061.62
Hurst Ltd,1061.62
Petty-Murray,1061.56
"Joseph, Price and Sanchez",1061.55
"Garcia, Moran and Odom",1061.55
"Bennett, Pierce and Bauer",1061.52
Palmer-Williams,1061.51
Rios-Gonzalez,1061.43
Benitez-Wright,1061.34
"Barton, Baker and Werner",1061.29
"Ellis, Moore and Hoffman",1061.22
Pearson-Castillo,1061.19
"Tucker, Mendez and Martinez",1061.15
"Miller, Evans and Murray",1061.05
Joseph and Sons,1061.042
"Mitchell, Olsen and Jones",1061.03
"Greene, Higgins and Baker",1060.98
"Ramos, Ford and Ingram",1060.7
"Cooper, Davidson and Nunez",1060.69
"Martin, Crane and Johnson",1060.39
"Robertson, Larson and Miller",1060.32
Bennett-Garcia,1060.12
Bolton PLC,1060.085
"Bailey, Contreras and Anderson",1060.06
Rodriguez-Shepard,1060.04
Thompson-Graves,1059.89
"Scott, Wallace and Nelson",1059.81
Richmond-Silva,1059.78
Stanley-Fox,1059.7
Brown-Jacobs,1059.67
"Davidson, Lopez and Graham",1059.47
Morris-Ward,1059.33
Wells-Williams,1059.15
Santiago-Lee,1059.1
Perry-Davis,1059.04
"Rhodes, Mullins and Castillo",1058.88
Horne-Moran,1058.86
Goodman Group,1058.825
"Gould, Johnston and Hamilton",1058.81
"Woods, Robertson and Smith",1058.68
"Bernard, Diaz and Joyce",1058.44
"Webb, Rivera and Cox",1058.4
"Gibbs, Wolfe and Murphy",1058.35
"Murphy, Snyder and Bauer",1058.34
Sandoval-Crosby,1058.27
Lawrence-Davis,1058.26
"Edwards, Lee and Jacobs",1058.21
Morris-Mendez,1058.21
"Blake, Castaneda and Osborn",1058.11
Ramirez-Hernandez,1058.0
Roach LLC,1057.95
Melton and Sons,1057.72
Rogers-Murphy,1057.66
"Knight, Chen and Jennings",1057.59
Guerra-Holt,1057.57
"Anderson, Wilson and Nguyen",1057.49
Church-Davis,1057.22
"Ramsey, Murphy and Williams",1056.95
Mckenzie-Howard,1056.88
"Reynolds, Peters and Kim",1056.83
Martinez-Singh,1056.76
Olson-Hurst,1056.73
Russell-Roach,1056.59
Howe-Ochoa,1056.29
"Stewart, Rollins and Glover",1056.06
Benitez-Gardner,1055.99
"Flores, Pham and Wilson",1055.95
Cuevas-Richard,1055.86
"Meyer, Payne and Wade",1055.81
Nguyen-Stout,1055.81
"Moore, Woods and Martin",1055.8
"Moore, Gaines and Shea",1055.77
Perez-Woodward,1055.77
Nichols-Johnson,1055.69
Livingston-May,1055.64
"Olsen, Meyer and Wu",1055.59
"Case, Sanchez and Smith",1055.52
"Taylor, Curry and Matthews",1055.51
Boyer-Hanson,1055.49
Moreno-Robinson,1055.4
"Rose, Adams and Bradford",1055.36
Lang-Ball,1055.36
"Lozano, Fowler and Glover",1055.35
Carney-Crawford,1055.3
"Fleming, Nguyen and Cunningham",1055.2
Lester-Long,1055.1
Haney LLC,1055.08
Holmes-Anderson,1054.97
Mullins-Bryan,1054.92
"Mcknight, Williams and Alvarado",1054.88
"Jones, Ellis and Wells",1054.81
"Smith, Schneider and Johnson",1054.76
"Christian, Horne and Wright",1054.75
Nelson-Clark,1054.7
"Nichols, Russell and Matthews",1054.66
Burch PLC,1054.5633333333333
Harris-Hubbard,1054.45
"Bryan, Garcia and Adams",1054.34
Burke-Brown,1054.27
Solomon Group,1054.26
Bowen-Moore,1054.25
Morgan-Johnson,1054.17
Brown-Conley,1054.04
"Preston, Wright and Hart",1054.0
"Thomas, Donaldson and Dickerson",1053.99
Valdez-Alexander,1053.96
"Hoffman, Carpenter and Vega",1053.94
"Greer, Price and Huffman",1053.93
Arnold-Watson,1053.86
Curry-Barnett,1053.81
"Alexander, Pitts and Montes",1053.72
Sullivan-Ryan,1053.64
Nichols-Brown,1053.5
Thomas-Mitchell,1053.44
Bryan-Zhang,1053.43
Miranda-Fisher,1053.39
Farmer-Lopez,1053.35
"Herring, Jackson and Welch",1053.26
"Meza, Miller and Powers",1053.24
Flores-Bauer,1053.23
Mendez-George,1053.2
Moore-Silva,1053.18
"Munoz, Moore and Carrillo",1053.16
"Frazier, Foster and Garcia",1053.08
Davidson-Johnson,1053.08
Barnett-Daugherty,1053.05
"Smith, Davis and Valdez",1053.0
"Williams, Key and Moody",1053.0
"Rose, Johnson and Jones",1052.86
"Shaw, Bowen and Carr",1052.86
Huff-Ingram,1052.81
Velazquez-Turner,1052.7
"Wilson, Brown and Velez",1052.67
"Melton, Fields and Deleon",1052.52
"Khan, Thompson and Smith",1052.41
Meadows-Williams,1052.23
"Washington, West and Galvan",1052.05
Aguirre-Gray,1052.04
Powell-Cunningham,1051.93
"Cabrera, Fletcher and Taylor",1051.79
Duran-Robinson,1051.78
"Payne, Chang and Whitney",1051.73
Jackson-Maxwell,1051.57
"Brooks, Carrillo and Ware",1051.47
White-Bryant,1051.42
Pena-Barton,1051.26
"Steele, Brown and Carey",1051.15
Duncan-Brooks,1050.72
"Robinson, King and Stevenson",1050.62
"Ayala, Williams and Butler",1050.61
Kramer-Park,1050.59
"Fowler, Brown and Williams",1050.53
"Robinson, Harris and Garza",1050.43
"Mcdonald, Cabrera and Vega",1050.42
Perry-Montoya,1050.34
"Long, Gray and Dawson",1050.33
Morrison-Scott,1050.27
Reed-Weaver,1050.1
Gilbert-Thomas,1050.06
Hernandez-Graham,1049.99
"Flores, Garrett and Perez",1049.92
"Gonzales, Hill and Williams",1049.86
"Davila, Perez and Fernandez",1049.85
"Moore, Jordan and Hall",1049.83
"Young, Wilkinson and Cruz",1049.6
"Peterson, Gonzalez and Olsen",1049.45
"Norris, Rodriguez and Cervantes",1049.34
"Ramos, Gonzalez and Baldwin",1049.33
Price-Horn,1049.29
"Barton, Cunningham and Cruz",1049.28
"Richard, Hull and Cruz",1049.27
Russell-Campbell,1049.2
"Baker, Mora and Manning",1049.14
Young-Donovan,1048.99
Cameron LLC,1048.86
Arroyo LLC,1048.82
"Smith, Jenkins and Pollard",1048.81
"Bryan, Hernandez and Ballard",1048.75
"Romero, Beard and Campbell",1048.7
"Flores, Martin and Vargas",1048.69
"Cruz, Kramer and Miller",1048.69
"Gonzalez, Williams and Brown",1048.64
Thomas-Park,1048.62
Rodriguez-Wagner,1048.59
Hale-Davis,1048.55
Daniels-Smith,1048.47
"Crane, Griffin and Wilson",1048.46
Bond-Cortez,1048.4
"Evans, Long and Ramirez",1048.34
Obrien LLC,1048.23
"Bowen, Nelson and Norman",1048.19
"Hayes, Owens and Warren",1048.16
Walton-Young,1048.09
"Gutierrez, Rowland and Steele",1048.08
"Burgess, Warren and Edwards",1048.05
Myers-Le,1047.99
Gaines-Hernandez,1047.83
Farrell Ltd,1047.81
Carr-Nelson,1047.63
Perry-Rojas,1047.61
Maddox-Valdez,1047.61
Underwood-Bradford,1047.58
"Williamson, Cox and Warner",1047.57
Dean-Butler,1047.46
Sanchez-Castro,1047.41
Bennett-Vasquez,1047.35
Lopez-Santos,1047.27
"Hubbard, Brennan and Martin",1047.26
Garrett-Hall,1047.26
"Myers, Johnson and Boyle",1047.25
"James, Casey and Diaz",1047.12
"Brown, Mccann and Robinson",1046.92
"Combs, Prince and Jones",1046.78
Gamble-Colon,1046.74
"Melendez, Calderon and Rodriguez",1046.66
"Adams, Henderson and Lester",1046.59
Schneider-Crawford,1046.57
"Parks, Chaney and Andrade",1046.54
Marks and Sons,1046.525
Acevedo-Mason,1046.41
"Willis, Davis and Hall",1046.36
"Price, Martinez and Meyer",1046.16
"White, Martinez and Brown",1046.13
"Vasquez, Black and Chapman",1046.12
"Elliott, Bartlett and Stephenson",1046.12
Graham-Myers,1045.81
Todd-Anderson,1045.75
"Werner, Brown and Hogan",1045.64
"Turner, Harper and Bauer",1045.64
"Solis, Mendoza and Combs",1045.54
"Elliott, Watkins and Gonzalez",1045.45
"Cox, Scott and Thompson",1045.44
"Garcia, Young and Rose",1045.32
Tyler-Valenzuela,1045.23
"Rice, Avila and Rodriguez",1045.08
Skinner-Blake,1045.06
York-Brown,1045.03
Peterson-Cortez,1044.84
Alvarado-Solis,1044.7
"Frazier, Brooks and Jenkins",1044.59
Parker-Jones,1044.28
Guerrero-Welch,1044.19
"Davis, Robinson and Johnson",1044.13
"Mitchell, Whitaker and Bartlett",1044.11
Parker-Barker,1044.1
Hinton-Avery,1044.0
"Finley, Jennings and Shaw",1043.88
"Wright, Anderson and Knox",1043.68
"Herrera, Mcknight and Martinez",1043.58
Allen-Owens,1043.56
Kelly-Sanchez,1043.52
"Mccann, Wong and Daniel",1043.36
Reynolds Ltd,1043.31
Phillips-Owens,1043.3
Payne-Stewart,1043.29
Navarro-Wright,1043.18
Wiley-Kelly,1043.12
Hayes-Vega,1043.1
"Miles, Diaz and Hampton",1043.09
"Sullivan, Keller and Ayala",1043.01
Aguilar-Johnson,1042.95
"Taylor, Jones and Medina",1042.89
Beasley-Huerta,1042.84
"Graham, Ramirez and Roberts",1042.82
"Walker, Fuentes and Ruiz",1042.71
Cox-Wallace,1042.7
"Brown, Gillespie and Larsen",1042.67
"Phillips, Li and Woods",1042.67
"Novak, Harris and Anderson",1042.65
"Cordova, Blackburn and Aguilar",1042.57
"Cochran, Wells and Walker",1042.52
Dougherty and Sons,1042.3899999999999
"Mcgee, Anderson and Harris",1042.34
Pearson-Holmes,1042.32
Flores-Barnes,1042.2849999999999
Sherman-Mercer,1042.23
Cooper-Arnold,1042.18
"Blevins, Oconnor and Myers",1042.11
"Hunt, Fritz and Cook",1041.94
"Bell, Cannon and Hernandez",1041.86
"Foley, Fletcher and Macias",1041.86
"Quinn, Sanchez and Gonzalez",1041.72
"Gonzales, Adams and Stafford",1041.67
Nunez-Riley,1041.67
Anderson-Martinez,1041.51
"Taylor, Sullivan and Hicks",1041.45
Sanchez-Hickman,1041.32
"Brown, Williams and Daniels",1041.3
Schultz-Adkins,1041.2
Daniels-Parker,1041.12
Henson-Smith,1041.05
"Lee, Pace and Hall",1041.03
Jenkins-Fletcher,1040.95
Cross-Adams,1040.9
"Steele, Allen and Arnold",1040.84
"Young, Stephenson and Adams",1040.8
"Choi, Brown and Mcbride",1040.78
Morris-Lyons,1040.65
"Daniels, Lara and Palmer",1040.48
"Stewart, Douglas and Martin",1040.46
"Juarez, Anderson and Martin",1040.43
Reeves-Davis,1040.41
"Wilson, Murray and Robinson",1040.4
Leonard-Rowe,1040.27
Lara-Phillips,1040.24
"Wilson, Howe and Chapman",1040.2
"Davidson, King and Adams",1039.85
Villarreal-Ellis,1039.84
Rowland-Allen,1039.82
Hayes-Lam,1039.8
"Rodriguez, Clark and Mann",1039.73
Ramirez-Mueller,1039.71
"Reid, Bowen and Little",1039.64
"Mcclain, Vazquez and Jones",1039.62
"Cisneros, Higgins and Boyd",1039.53
"Williams, Terry and Carrillo",1039.51
"Montoya, Wood and Holland",1039.48
"Parker, Washington and Duncan",1039.37
"Byrd, Huff and Bautista",1039.32
Miller-Boyle,1039.29
Chapman-Kirby,1039.23
"Brown, Ramos and Hurley",1039.11
Yates-Avery,1039.07
Jones-Willis,1039.02
Jordan-Hill,1038.99
"George, Mcdonald and Mckenzie",1038.86
Jarvis Ltd,1038.78
"Trujillo, Roth and Carter",1038.76
Norris-Guerra,1038.71
"Garcia, Flores and Gomez",1038.68
Rodriguez-Lewis,1038.5933333333332
"Thomas, Carrillo and Cook",1038.49
"Hamilton, Cohen and Chung",1038.45
"Roy, Rodriguez and Cooper",1038.44
"Young, Henderson and Hoover",1038.25
"Shaffer, Lozano and Barnett",1038.24
Day-Gonzales,1038.15
Fletcher-Mitchell,1037.98
"Harris, Miller and Smith",1037.95
Donovan-Cooper,1037.9
"Guerrero, Reynolds and Sims",1037.69
Jefferson-Moore,1037.65
"Oconnor, Mills and Cruz",1037.64
"Roberts, Harris and Cisneros",1037.61
"Garcia, Thompson and Terry",1037.54
Watkins-Butler,1037.43
"Escobar, Collins and Castaneda",1037.28
Barnes-Fernandez,1037.23
"Ross, Fox and Williams",1037.17
Villarreal-Hahn,1036.92
Murray-Kennedy,1036.87
Beltran-Ramirez,1036.83
Hernandez-Henry,1036.79
King-Anderson,1036.78
Reed-Garcia,1036.78
"Ward, Hammond and Scott",1036.72
Rivas-Krueger,1036.63
"Harmon, Pineda and Brooks",1036.58
Benton-Moore,1036.57
"Pierce, Simon and Briggs",1036.54
"Mccarthy, Wagner and Mckenzie",1036.43
Rodriguez-Cherry,1036.41
Blake-Ross,1036.36
"Moreno, Day and Green",1036.25
Lynn-Gould,1036.23
"Ballard, Fitzgerald and Castillo",1036.22
Cuevas Inc,1036.19
Miller-Scott,1036.18
Goodwin PLC,1036.145
Estes-Adams,1035.88
Graham-Preston,1035.42
Cervantes-Marsh,1035.4
Long-Hale,1035.175
Wise-Mcpherson,1035.08
"Chandler, Bridges and Neal",1034.97
"Horn, Clay and Vega",1034.8
Gallagher-Martinez,1034.68
"Wilkerson, Palmer and Moore",1034.55
"Moreno, Patel and Mason",1034.39
"Gonzales, Garrett and Mendez",1034.16
Pena-Newton,1034.09
"Whitaker, Pearson and Holland",1033.94
"Mendez, Jones and Floyd",1033.93
Mayer-Clark,1033.76
Silva-Davis,1033.76
Riley-Carlson,1033.66
"Smith, Sloan and Ray",1033.54
"Reed, Clark and Morales",1033.53
"Pearson, Gonzalez and Glass",1033.5
Pugh-Rocha,1033.49
Hunt-Melton,1033.48
Olson-Riley,1033.45
"Ruiz, Park and Johnson",1033.42
"Dickson, Watkins and Mejia",1033.38
Lozano Ltd,1033.375
Fernandez-Pena,1033.36
Davila-Barker,1033.35
Anderson-Foster,1033.17
"Martin, Shepherd and Holt",1033.14
"Rivera, Jones and Mills",1033.07
Gibson-Ferguson,1032.85
"Carpenter, Wolfe and Wise",1032.75
"Bell, Brown and Berry",1032.75
"Hill, Mckenzie and Smith",1032.62
"Jones, Horne and Brown",1032.5
Ortega-Brewer,1032.42
Hall-Moore,1032.385
Payne-Dixon,1032.33
"Gillespie, Flores and Anderson",1032.26
"Pierce, Kelly and Obrien",1032.23
Harris-Washington,1032.04
Williams-Ruiz,1032.03
Armstrong-Kelly,1031.95
"Montoya, Simpson and Kennedy",1031.9
"English, Coleman and Mckee",1031.89
Dennis-Bender,1031.75
"Kim, Bell and Caldwell",1031.73
Barnes-Aguilar,1031.71
"Smith, Kim and Roth",1031.57
Morales-Deleon,1031.47
Mcclure-Valdez,1031.43
Vazquez-Pearson,1031.33
"Brennan, Hansen and Lewis",1031.3
"Andrews, Lowe and Howell",1031.29
"Hudson, Osborne and Simon",1031.24
Robinson-Gregory,1030.96
Sims-Smith,1030.95
Reed-Rivera,1030.92
"Moss, Wilson and Wilson",1030.9
Munoz-Young,1030.82
Nelson-Guerrero,1030.77
Taylor-Downs,1030.77
"Kirby, Dudley and Rogers",1030.74
"Lowe, Higgins and Taylor",1030.72
"Davis, Ellis and Chung",1030.67
"Gonzalez, Patterson and Walton",1030.59
"Stevens, Mcconnell and Franco",1030.46
"Dennis, Bennett and Decker",1030.39
"Pineda, Bradley and Robinson",1030.17
"Mccarthy, Gonzalez and Love",1030.16
"Fisher, Walker and Nelson",1030.1
"Villegas, Fletcher and Klein",1029.99
"Mitchell, Mcfarland and Estes",1029.82
"Williams, Castro and Leach",1029.81
Hunter-Clark,1029.77
Lewis-Barnes,1029.74
Huang-Delgado,1029.7
Ibarra-Nguyen,1029.65
Tucker-Landry,1029.44
"Wilkins, Robinson and Burns",1029.43
Gordon-West,1029.4
"Jenkins, Stone and Johnson",1029.35
Parker-Barnes,1029.29
"Ramirez, Murphy and Smith",1029.28
Garcia-Romero,1029.26
"Grimes, Martin and Pittman",1029.25
Irwin-Cobb,1029.24
Maynard-Miller,1029.22
"Oliver, Carlson and Morrow",1029.18
Kelley-Duncan,1029.11
"Bennett, Briggs and Owens",1028.98
"Martinez, Pugh and Howard",1028.88
Wyatt and Sons,1028.85
"Parsons, Smith and Maldonado",1028.79
"Ross, Moore and Malone",1028.67
Carter-Gutierrez,1028.67
Green-Powell,1028.66
Mcgrath-Rush,1028.56
"Lewis, Allen and Wilcox",1028.5
Lin-Andrews,1028.47
"Fox, Lewis and Morris",1028.42
"Ruiz, Shaw and Ball",1028.41
"Chang, Lam and Wiggins",1028.37
"Christian, Jones and Mann",1028.35
Oliver-Arellano,1028.32
Dunlap-Davis,1028.1
"Duncan, Lane and Johnston",1028.05
"Ryan, Thomas and Gonzalez",1027.92
Buckley Group,1027.63
"Jefferson, Jordan and Smith",1027.56
Mckay-Cox,1027.41
"Harmon, Russell and Gonzalez",1027.4
French-Murray,1027.38
"Grant, Roberts and White",1027.37
Porter-Rodriguez,1027.37
Garrett-Howell,1027.31
Villegas Group,1027.19
"Franklin, Nichols and Wright",1027.18
"Sanchez, Scott and Gaines",1027.1
"Fritz, Martin and Cooper",1027.03
Cooper-James,1026.98
"Barton, Rojas and Ramsey",1026.97
"Caldwell, Clark and Phillips",1026.88
"Johns, Sanders and Peters",1026.86
"Smith, Reyes and Graham",1026.85
"Melendez, Walters and Gonzalez",1026.83
"Hernandez, Yang and Osborne",1026.69
"Castaneda, Davis and Harris",1026.68
Oconnor-Love,1026.53
"Burns, Case and Perkins",1026.48
"Gaines, Jennings and Gonzalez",1026.41
"Kennedy, Navarro and Franklin",1026.28
"Wolfe, Buchanan and Porter",1026.22
"Ayala, Taylor and Weaver",1026.1
Black and Sons,1026.09
"Martin, Wallace and Edwards",1026.08
"Montes, Hughes and Taylor",1026.03
"Schroeder, Short and Williams",1026.0
Tucker-Williams,1025.84
"Hamilton, Griffith and Harris",1025.79
"Nelson, Cooley and Marshall",1025.76
Osborn-Todd,1025.75
"Lawson, Barnes and Ruiz",1025.6
"Diaz, Stephenson and King",1025.5
"Jefferson, Murray and Villegas",1025.38
"Spence, Hardy and Page",1025.38
Mcguire and Sons,1025.32
"Brooks, Johnson and Hernandez",1025.24
Kennedy-Schwartz,1025.2
"Cardenas, Hanson and Diaz",1025.11
Stuart-Mccoy,1025.01
"Alexander, Parrish and Kramer",1024.99
"Hernandez, Smith and Chapman",1024.71
"Richardson, Reyes and Jimenez",1024.63
"Harrison, Harris and Rivers",1024.53
"Rojas, Hoffman and Carpenter",1024.45
"Elliott, Ramirez and Hill",1024.4
Thompson-Green,1024.23
Aguirre-Decker,1024.21
Gray-Brown,1024.07
Wright-Beard,1023.93
Allen-Steele,1023.88
"James, Cruz and Harris",1023.87
"Marshall, Jones and Ruiz",1023.72
Thompson-Flowers,1023.7
Hernandez-Wagner,1023.67
Holland-Patterson,1023.61
King-Woodard,1023.6
"Bennett, Leach and Mclaughlin",1023.53
"Morris, Andrews and Morrison",1023.52
Cox-Cruz,1023.5
Huynh Inc,1023.41
Ball-Mckenzie,1023.4
"Powers, Gregory and Adams",1023.21
"Abbott, Greer and Hart",1023.19
Robinson-Dominguez,1023.15
Meyer-Chambers,1023.08
"Woods, Hines and Lewis",1023.01
"Joseph, Rodriguez and Rodriguez",1022.82
Randall-Wilcox,1022.77
Long-Smith,1022.77
"Bell, Walker and Lopez",1022.73
Green-Leblanc,1022.69
Dominguez-Clarke,1022.64
"Hoover, Church and Hughes",1022.57
"Flores, Robinson and Gomez",1022.55
"Clark, Ball and Chandler",1022.54
"Thomas, Ross and Hill",1022.44
Wheeler-Baker,1022.43
Martin-Torres,1022.36
Payne-Johnston,1022.29
"Davis, Scott and Brown",1022.25
"Morrison, Gonzalez and George",1022.09
Bonilla-Johnson,1021.96
"Payne, Mccall and Morgan",1021.94
Malone Inc,1021.79
"Moore, Kim and Hawkins",1021.75
"Faulkner, Flynn and Mccoy",1021.73
Mitchell-Ray,1021.67
Lara-Mitchell,1021.66
Mitchell-Padilla,1021.64
Mclean-Reyes,1021.35
Gallegos-Williams,1021.24
Henry-Montes,1021.12
Joseph-Knight,1021.12
Thompson-Dennis,1021.03
"Wheeler, Bradford and Jenkins",1021.02
Hartman-Kelley,1020.95
"Castillo, Munoz and Shannon",1020.85
Dalton PLC,1020.73
Marshall-Orr,1020.72
"Preston, Kline and Barry",1020.66
Bush LLC,1020.6033333333334
"Peck, Becker and Williamson",1020.53
"Harris, Mcintosh and Gardner",1020.52
"Gardner, Hunt and Grant",1020.48
Hernandez-Jennings,1020.44
Watson-Miller,1020.39
"Pruitt, Garcia and Robles",1020.26
"Rivera, Robinson and Robbins",1020.26
Phillips-Schwartz,1020.23
"Gibbs, Hall and Thompson",1020.23
Owen-Howell,1020.04
Shelton-Bell,1019.96
Romero-Patrick,1019.81
Short-Taylor,1019.8
King-Brown,1019.43
Garrett-Anderson,1019.27
"Barton, Ramirez and Christensen",1019.16
"Gonzalez, Contreras and Friedman",1019.13
"Cole, Camacho and Yang",1019.13
Kirby and Sons,1019.0949999999999
Todd-Rodriguez,1019.065
Maddox Group,1018.9033333333333
"Carpenter, Daniel and Juarez",1018.88
Turner-Perkins,1018.76
Kim-Hansen,1018.65
Osborn-Ball,1018.63
Morrison-Mccullough,1018.62
"Green, Parker and Andrade",1018.48
Hull-Kline,1018.08
Ferguson-Melendez,1017.98
"Rodriguez, Freeman and Lopez",1017.97
Small and Sons,1017.7666666666668
"Bauer, Lee and Nunez",1017.76
"Brown, Conley and Dixon",1017.68
Solomon LLC,1017.63
Trujillo-Jackson,1017.62
"Graves, Henry and Weaver",1017.56
"Smith, Coleman and Marquez",1017.5
Lopez-Lynch,1017.49
"Hamilton, Miller and Ball",1017.47
"Anderson, Walker and Montgomery",1017.46
Howard-Serrano,1017.42
Lin-Ashley,1017.23
"Friedman, King and Valdez",1017.19
"Perez, Crawford and Fernandez",1017.17
Dean-Rogers,1017.1
"Thompson, Johnson and Oliver",1017.03
"Boone, Jackson and Cooley",1017.03
Franklin-Turner,1017.01
"Irwin, Johnson and Levy",1016.95
West-Ellis,1016.88
Sullivan-Martinez,1016.8499999999999
Gomez-Watkins,1016.65
"Mann, Potter and Watkins",1016.55
Hernandez-Hartman,1016.54
Collins-Jennings,1016.48
"Phelps, Small and Ashley",1016.47
Hess-Alvarez,1016.44
Edwards-Sherman,1016.42
Sanders-Steele,1016.26
"Ford, Ramirez and Wagner",1016.25
"Mckinney, Arnold and Hartman",1016.23
Jackson-Gonzalez,1016.23
Jones-Haney,1016.13
"Mitchell, Howard and Smith",1016.12
Chavez-Parks,1016.11
Lynch-Davis,1015.96
"Logan, Kennedy and Wright",1015.94
Daniels-Benjamin,1015.86
Kerr-Jimenez,1015.67
"Lopez, Miller and Wallace",1015.58
"Smith, Chaney and Christensen",1015.54
"Greene, Sullivan and Lowery",1015.45
"Osborne, Johnson and Page",1015.23
"Romero, Robertson and Robinson",1015.21
"Wyatt, Keller and Wright",1015.12
"Ellis, Owens and Benton",1015.11
"Marshall, Gross and Rose",1015.0
Harris-Figueroa,1014.9
"Thomas, Rojas and Bishop",1014.82
"Goodman, Decker and Velasquez",1014.65
"Hernandez, Alexander and Walsh",1014.54
"Flores, Camacho and Lewis",1014.52
"Gallagher, Davis and Smith",1014.32
"Johnson, Mullen and Smith",1014.21
"Gibson, Ayala and Rodriguez",1014.06
"Thompson, Zhang and Reilly",1014.02
"Schroeder, Kane and Chavez",1014.0
"West, Pittman and Cooper",1014.0
Castro-Black,1013.85
"Smith, Keller and Blackwell",1013.84
"Snow, Thomas and Davis",1013.82
King-Park,1013.71
Brown-Good,1013.69
